carry-on	বহন অন
painstakingly	painstakingly
painstaking	ক্রিয়াশীল
painlessly	একযোগে
painless	যন্ত্রণাহীন
painkiller	ব্যাথা কমানোর ঔষধ
painfully	painfully
painful	বেদনাদায়ক
pained	বেদনাগ্রস্ত
pain	ব্যথা
pail	বালতি
paid	দেওয়া
pagoda	বুদ্ধমন্দির
pager	পেজার
pageantry	সমারোহ
pageant	নাটকের দৃশ্য
page	পৃষ্ঠা
pagan	পৌত্তলিক
padre	পাদ্রি
padlock	কুলুপ
paddy	ধান
paddock	দাদুর
paddle	বাহা
padding	প্যাডিং
pad	প্যাড
pact	চুক্তি
pack rat	প্যাক ইঁদুর
packing	বোঁচকা
packet	মোড়ক
packer	ভরক
packed	বস্তাবন্দী
packaging	প্যাকেজিং
package tour	প্যাকেজ ট্যুর
package	প্যাকেজ
pack	প্যাক
pacify	শান্ত করা
pacifist	শান্তিবাদী
pacifism	শান্তিবাদ
pacifier	pacifier
Pacific Ocean	প্রশান্ত মহাসাগর
Pacific	শান্ত
pacesetter	pacesetter
pacemaker	পেসমেকার
pace	গতি
pa	বাবা
PA	পিএ
p.	পি.
systematically	ধারাক্রমে
systematic	নিয়মানুগ
system	পদ্ধতি
syrup	সিরাপ
syringe	পিচকারি
syphilis	উপদংশ
synthetically	synthetically
synthetic	কৃত্রিম
synthesizer	synthesizer
synthesize	সমন্বয় করা
synthesis	সংশ্লেষণ
syntheses	সংশ্লেষণগুলোতে
syntax	শব্দবিন্যাস
synopsis	সংক্ষিপ্তসার
synopses	মোটামুটি বিবরণ
synonymous	সমার্থক
synonym	প্রতিশব্দ
synod	সম্মেলন
syndrome	লক্ষণ
syndication	সিন্ডিকেশন
syndicated	সিন্ডিকেটেড
syndicate	নিষঙ্গ
synchronize	সমলয়
sync	সিঙ্ক
synagogue	সিনাগগ
symptom	উপসর্গ
symphony	মিল
sympathy	সহানুভূতি
sympathizer	সমব্যথী
sympathize	সহানুভূতি প্রকাশ করা
sympathies	সহানুভূতি
sympathetically	সহানুভূতির
sympathetic	সমবেদী
symmetry	প্রতিসাম্য
symmetrically	নিয়মনিষ্ঠভাবে
symmetrical	ভারসাম্য-সংক্রান্ত
symbolize	নিয়মভুক্ত করা
symbolism	প্রতীকীবাদ
symbolically	প্রতীকী
symbolic	সাঙ্কেতিক
symbol	প্রতীক
syllabus	পাঠ্যক্রম
syllable	অক্ষর
syllabi	syllabi
sycophant	পরগাছা
sycamore	ডুমুর-গাছবিশেষ
swung	আন্দোলিত
swum	swum
sworn	শপথ গ্রহণ
swore	Swore
swordfish	সোর্ড ফিস
sword	তরবারি
swoop	পতিত হত্তয়া
swoon	মূর্ছা
swollen	স্ফীত
swivel	সুইভেল
switchboard	সুইচবোর্ড
switch	সুইচ
Swiss	সুইস
swish	ফিটফাট
swirl	ঘূর্ণিত করা
swipe	ধুমধাড়াক্কা
swinging	ঝুলন
swing	দোল
swine	শূকর
swindler	টেটন
swindle	প্রতারণ
swimsuit	সাঁতারের পোষাক
swimming trunks	সাঁতারের হাফপ্যান্ট
swimming pool	সুইমিং পুল
swimming	সাঁতার
swimmer	সাঁতারু
swim	সাঁতার কাটা
swiftly	দ্রুতগতিতে
swift	ক্ষিপ্রগতি
swerve	একদিকে ফেরা
swept	মোটামুটি
sweltering	sweltering
swelling	ফোলা
swell	চিতান
sweets	মিষ্ট
sweet potato	মিষ্টি আলু
sweetness	মাধুরী
sweetly	sweetly
sweetie	মিঠাই
sweetheart	প্রণয়ী
sweetener	উৎকোচ
sweeten	মিষ্ট করা
sweet	মিষ্টি
sweepstakes	স্যুইপস্টেক
sweeping	সুদূরপ্রসারিত
sweeper	ঝাড়ুদার
sweep	কুড়ান
sweaty	ঘর্মাক্ত
sweat suit	ঘাম মামলা
sweatshop	সোয়েটশপ
sweatshirt	সোয়েটার
sweats	ঘাম
sweatpants	sweatpants
sweater	সোয়েটার
sweat	ঘাম
swear word	শব্দ শপথ
swear	শপথ
sway	দোল
swatch	নমুনা
swat	থাপ্পর
swarthy	কৃষ্ণকায়
swarm	ঝাঁক
swap	বিনিময়
swank	সদম্ভ আচরণ
swan	রাজহাঁস
swamp	জলা
swam	swam
swallow	গেলা
swagger	সদম্ভ চাল
swab	মুছা
SW	SW
sustained	টেকসই
sustain	ভুগা
suspiciously	অবিশ্বাস্য
suspicious	সন্দেহজনক
suspicion	সন্দেহ
suspension	সাসপেনশন
suspense	উদ্বেগ
suspenders	Suspenders
suspend	ঝুলান
suspect	সন্দেহভাজন
susceptible	সমর্থ
survivor	জীবিত
survive	টেকা
survival	উদ্বর্তন
survey	জরিপ
surveillance	নজরদারি
surroundings	প্রতিবেশ
surrounding	পার্শ্ববর্তী
surround	ঘিরা
surrogate	প্রতিনিধি
surreptitious	গুপ্ত
surrender	আত্মসমর্পণ
surrealistic	Surrealistic
surreal	surreal
surprisingly	আশ্চর্যজনক
surprising	বিস্ময়কর
surprised	বিস্মিত
surprise	বিস্ময়
surplus	উদ্বৃত্ত
surpass	অতিক্রম করা
surmount	শীর্ষদেশে থাকা
surmise	আঁচ
surly	কর্কশকণ্ঠ
surgically	surgically
surgical	অস্ত্রোপচার
surgery	সার্জারি
surgeon	সার্জন
surge	ঢেউ
surfing	সার্ফিং
surfer	Surfer
surfboard	সার্ফবোর্ড
surface	পৃষ্ঠ
surf	সার্ফ
surely	নিশ্চয়
surefire	surefire
sure	নিশ্চিত
surcharge	অধিভার
supremely	সর্ব্বোচ্চ
Supreme Court	সুপ্রিম কোর্ট
supreme	সর্বোচ্চ
supremacy	ঐশ্বর্য
suppression	চাপাচাপি
suppress	দমন করা
supposition	কল্পনা
supposing	ত
supposedly	কল্পনানুসারে
supposed	অনুমিত
suppose	অনুমান করা
supportive	সহায়ক
supporter	সহায়
support	সমর্থন
supply and demand	সরবরাহ ও চাহিদার
supply	সরবরাহ
supplies	সরবরাহ
supplier	সরবরাহকারী
supplementary	অনুপূরক
supplemental	সম্পূরক
supplement	ক্রোড়পত্র
supple	নমনীয়
supplant	উচ্ছিন্ন করা
supper	নৈশভোজ
supervisory	অবেক্ষণমূলক
supervisor	কর্মকর্তা
supervision	রক্ষণাবেক্ষণ
supervise	খাটান
superstructure	উপরিকাঠামো
superstitious	কুসংস্কারাচ্ছন্ন
superstition	কুসংস্কার
superstar	সুপারস্টার
supersonic	শব্দের অপেক্ষা দ্রুতগামী
supersede	রহিত করা
superpower	অত্যন্ত শক্তিশালী জাতি
supernatural	অতিপ্রাকৃত
supermarket	সুপারমার্কেট
superlative	মহীয়ান
superiority	টেক্কা
superior	উচ্চতর
superintendent	অধীক্ষক
superhuman	অতিমানবিক
superhighway	সুপারহাইওয়েতে
superfluous	অপর্যাপ্ত
superficially	ভাসা-ভাসাভাবে
superficial	পৃষ্ঠস্থ
Super Bowl	সুপার বোল
superbly	superbly
superb	চমত্কার
super	সুপার
sunup	sunup
suntan	কষা
sunshine	রোদ
sunset	সূর্যাস্ত
sunscreen	sunscreen
sunrise	সূর্যোদয়
sunny-side up	হাসিখুশি প্রান্তের আপ
sunny	হাসিখুশি
sunlit	সূর্যকরোজ্জ্বল
sunlight	সূর্যালোক
sunken	মগ্ন
sunk	নিমগ্ন
sunglasses	সানগ্লাস
sung	সাং
sunflower	সূর্যমুখী
sundry	কতিপয়
sundown	সূর্যাস্ত
Sunday school	রবিবার স্কুল
Sunday	রবিবার
sundae	ফলের টুকুরা
sunburnt	রৌদ্রদগ্ধ
sunburned	রৌদ্রস্পর্শের ফলে গাত্রচর্মের পীতাভ হইয়াছে এমন
sunburn	রোদে পোড়া থেকে বাঁচার
sunblock	sunblock
sunbathing	sunbathing
sunbathe	রৌদ্রস্নান করা
Sun.	সূর্য
sun	সূর্য
sumptuous	অতীব ব্যয়বহুল
summons	সমন
summon	তলব করা
summit	শিখর
summery	গ্রীষ্মের বৈশিষ্ট্যপূর্ণ
summertime	গ্রীষ্মের
summer school	গ্রীষ্মকালীন স্কুল
summer	গ্রীষ্ম
summary	সারাংশ
summarize	সংক্ষেপ করা
sum	সমষ্টি
sultry	গুমোট
sultan	সুলতান
sullenly	sullenly
sullen	অন্ধকারাচ্ছন্ন
sulky	গোমড়া-মুখো
sulk	মুখ গোমড়া করা
sulfur	গন্ধক
suitor	অভিযাক্তা
suite	স্যুট
suitcase	সুটকেস
suitably	উপযুক্ত
suitable	উপযুক্ত
suitability	প্রশস্ততা
suit	মামলা
suicide	আত্মহত্যা
suicidal	আত্মঘাতী
suggestively	suggestively
suggestive	ইঙ্গিতপূর্ণ
suggestion	পরামর্শ
suggestible	অভিভাব্য
suggest	সুপারিশ
sugary	শর্করাবৎ
sugar	চিনি
suffocation	দমবন্ধ হয়ে
suffocating	শ্বাসরোধী
